"TOA5","78920","CR1000","78920","CR1000.Std.28.02","CPU:UVM_Site2Pit2.CR1","44449","Table1"
"TIMESTAMP","RECORD","O2_mV_Avg(1)","O2_mV_Avg(2)","O2_mV_Avg(3)","SBTemp_C_Avg(1)","SBTemp_C_Avg(2)","SBTemp_C_Avg(3)","O2_Final_Avg(1)","O2_Final_Avg(2)","O2_Final_Avg(3)","CO2_mV_Avg(1)","CO2_mV_Avg(2)","CO2_mV_Avg(3)","CO2_Final_Avg(1)","CO2_Final_Avg(2)","CO2_Final_Avg(3)","VWC(1)","VWC(2)","VWC(3)","EC(1)","EC(2)","EC(3)","Temp5TE(1)","Temp5TE(2)","Temp5TE(3)","BattVolt_Avg"
"2024-05-30 13:30:00",240857,49.38537,35.14075,32.20676,16.9582,15.15606,14.14523,19.76487,14.0305,12.48231,45.7606,120.0959,2505.992,3660.848,9607.671,200479.3,"NAN","NAN",0.343,0.08,4.3,0.13,17.2,12.7,13.8,13.53106
"2024-05-30 13:45:00",240858,49.41581,34.68306,32.20619,16.83743,15.18297,14.14605,19.77798,13.83716,12.48253,45.92036,119.1373,2505.992,3673.629,9530.984,200479.3,"NAN","NAN",0.343,0.08,4.3,0.13,17.2,12.7,13.7,13.52475
"2024-05-30 14:00:00",240859,49.46516,34.71637,32.20649,16.74821,15.20616,14.14605,19.80224,13.84861,12.48265,46.08012,117.631,2505.992,3686.41,9410.479,200479.3,"NAN","NAN",0.343,0.08,4.3,0.13,17.2,12.7,13.7,13.50489
"2024-05-30 14:15:00",240860,49.40989,34.83802,32.20752,16.62366,15.22522,14.14585,19.78079,13.90013,12.48309,46.6507,117.9733,2505.992,3732.056,9437.865,200479.3,"NAN","NAN",0.343,0.08,4.3,0.13,17.2,12.7,13.7,13.49821
"2024-05-30 14:30:00",240861,49.46051,34.35247,32.20409,16.53859,15.24263,14.14687,19.80314,13.69583,12.48305,46.17141,116.9463,2505.992,3693.713,9355.702,200479.3,"NAN","NAN",0.343,0.08,4.3,0.13,17.2,12.7,13.8,13.52234
"2024-05-30 14:45:00",240862,49.50615,33.57616,32.17957,16.46635,15.26709,14.15808,19.82646,13.36975,12.47102,46.354,115.5769,2505.992,3708.32,9246.151,200479.3,"NAN","NAN",0.343,0.08,4.3,0.13,17.2,12.7,13.7,13.53514
"2024-05-30 15:00:00",240863,49.50492,33.16135,32.17308,16.39971,15.28119,14.16724,19.82751,13.19572,12.46803,46.62788,116.1018,2505.992,3730.23,9288.146,200479.3,"NAN","NAN",0.343,0.08,4.3,0.13,17.2,12.7,13.7,13.5474
"2024-05-30 15:15:00",240864,49.5064,32.76657,32.17405,16.33167,15.29509,14.16968,19.82974,13.02962,12.46837,46.71917,113.0207,2505.992,3737.534,9041.654,200479.3,"NAN","NAN",0.343,0.08,4.3,0.13,17.2,12.7,13.7,13.54034
"2024-05-30 15:30:00",240865,49.50653,32.3561,32.17413,16.27109,15.30547,14.16968,19.83123,12.85751,12.4684,46.76482,111.172,2505.992,3741.185,8893.76,200479.3,"NAN","NAN",0.343,0.08,4.3,0.12,17.2,12.7,13.7,13.5344
"2024-05-30 15:45:00",240866,49.53356,32.21944,32.17395,16.22426,15.31624,14.17111,19.84423,12.7989,12.46781,46.97023,110.6699,2505.992,3757.618,8853.591,200479.3,"NAN","NAN",0.342,0.08,4.3,0.13,17.2,12.7,13.7,13.55018
"2024-05-30 16:00:00",240867,49.5,32.26837,32.15464,16.14802,15.32497,14.17499,19.83191,12.81968,12.45485,47.42669,111.5828,2505.992,3794.135,8926.625,200479.3,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.55482
"2024-05-30 16:15:00",240868,49.47842,32.29756,32.13265,16.07586,15.32955,14.18151,19.82217,12.83134,12.45164,47.40387,110.8525,2505.992,3792.31,8868.198,200479.3,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.55561
"2024-05-30 16:30:00",240869,49.60546,31.95803,32.10588,16.09521,15.33431,14.18885,19.87767,12.68964,12.44021,47.40387,111.6056,2505.992,3792.31,8928.451,200479.3,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.55085
"2024-05-30 16:45:00",240870,49.63256,31.81533,32.10649,16.14907,15.35028,14.19415,19.88443,12.6274,12.43935,47.54081,111.5372,2505.992,3803.265,8922.974,200479.3,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.5526
"2024-05-30 17:00:00",240871,49.56969,31.57258,32.10481,16.15286,15.35442,14.19415,19.85879,12.52634,12.43865,47.47234,109.757,2505.992,3797.787,8780.557,200479.3,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.54907
"2024-05-30 17:15:00",240872,49.53506,31.38915,32.10448,16.06178,15.36607,14.20391,19.84832,12.44855,12.43822,47.92881,109.2092,2505.992,3834.304,8736.736,200479.3,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.61014
"2024-05-30 17:30:00",240873,49.53992,30.96927,32.10428,15.987,15.37873,14.21613,19.85221,12.27147,12.4373,47.58645,107.817,2505.992,3806.917,8625.358,200479.3,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.62053
"2024-05-30 17:45:00",240874,49.55101,30.63474,32.07339,15.92574,15.37894,14.22224,19.85696,12.13151,12.42466,47.92881,106.9953,2505.992,3834.304,8559.628,200479.3,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.59659
"2024-05-30 18:00:00",240875,49.54121,30.40256,32.0653,15.81116,15.37603,14.22979,19.85712,12.03364,12.42201,47.47234,106.2194,2505.992,3797.787,8497.549,200479.3,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.54851
"2024-05-30 18:15:00",240876,49.54195,30.30066,32.03849,15.66935,15.36161,14.2209,19.86055,11.99219,12.41009,47.99727,105.1923,2505.992,3839.782,8415.385,200479.3,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.48581
"2024-05-30 18:30:00",240877,49.51815,30.2616,32.03929,15.51185,15.34529,14.21651,19.85505,11.97623,12.41055,48.3168,103.8914,2505.969,3865.344,8311.311,200477.5,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.41024
"2024-05-30 18:45:00",240878,49.51271,30.2074,32.03181,15.32551,15.32465,14.20761,19.85717,11.95355,12.40769,48.65915,102.9556,2505.946,3892.732,8236.45,200475.7,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.30983
"2024-05-30 19:00:00",240879,49.50978,30.11967,32.00784,15.11987,15.29571,14.20113,19.86287,11.91844,12.39784,49.32102,101.8829,2505.695,3945.682,8150.635,200455.6,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.18769
"2024-05-30 19:15:00",240880,49.49464,30.00961,31.98326,14.90542,15.2564,14.18773,19.86044,11.8728,12.38842,49.2073,101.8381,2505.624,3936.584,8147.049,200449.9,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,13.03116
"2024-05-30 19:30:00",240881,49.45771,29.98722,31.97454,14.68003,15.20616,14.17175,19.85212,11.86475,12.38477,49.27614,100.1499,2505.278,3942.091,8011.996,200422.2,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,12.8418
"2024-05-30 19:45:00",240882,49.45317,29.92239,31.9427,14.47043,15.14956,14.15129,19.85668,11.84001,12.37252,49.48357,99.40081,2505.403,3958.686,7952.065,200432.2,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,12.65169
"2024-05-30 20:00:00",240883,49.41677,29.84959,31.9427,14.22535,15.09834,14.13893,19.84752,11.8094,12.37242,49.66877,99.40602,2505.511,3973.502,7952.482,200440.9,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,12.53132
"2024-05-30 20:15:00",240884,49.43952,29.75176,31.9427,13.99351,15.04957,14.12485,19.86451,11.77061,12.37284,50.04048,98.82534,2505.311,4003.239,7906.027,200424.9,"NAN","NAN","NAN",0.08,4.3,0.13,17.2,12.7,13.7,12.47664
