ISO 8601 UTC,q_cms_hb,Value,TP,NO3_source,TP_source
2021-10-01T12:00:00Z,0.251252277,0.225541359,0.000235,sensor,sensor
2021-10-01T12:15:00Z,0.251252277,0.221013866,0.000235,sensor,sensor
2021-10-01T12:30:00Z,0.245618181,0.214702541,0.006166636,sensor,sensor
2021-10-01T12:45:00Z,0.245618181,0.233890413,0.000235,sensor,sensor
2021-10-01T13:00:00Z,0.251252277,0.217372573,0.008171806,sensor,sensor
2021-10-01T13:15:00Z,0.251252277,0.221266874,0.000235,sensor,sensor
2021-10-01T13:30:00Z,0.25409642,0.224522359,0.000235,sensor,sensor
2021-10-01T13:45:00Z,0.25409642,0.222580435,0.000235,sensor,sensor
2021-10-01T14:00:00Z,0.248426207,0.217384748,0.000235,sensor,sensor
2021-10-01T14:15:00Z,0.248426207,0.22496949,0.000235,sensor,sensor
2021-10-01T14:30:00Z,0.251252277,0.221087416,0.000235,sensor,sensor
2021-10-01T14:45:00Z,0.245618181,0.214555906,0.000235,sensor,sensor
2021-10-01T15:00:00Z,0.248426207,0.214086581,0.000235,sensor,sensor
2021-10-01T15:15:00Z,0.245618181,0.214789104,0.000235,sensor,sensor
2021-10-01T15:30:00Z,0.248426207,0.223321702,0.000235,sensor,sensor
2021-10-01T15:45:00Z,0.248426207,0.222313966,0.000235,sensor,sensor
2021-10-01T16:00:00Z,0.245618181,0.211784875,0.000235,sensor,sensor
2021-10-01T16:15:00Z,0.245618181,0.211983403,0.000235,sensor,sensor
2021-10-01T16:30:00Z,0.245618181,0.213545782,0.000235,sensor,sensor
2021-10-01T16:45:00Z,0.248426207,0.21340315,0.000235,sensor,sensor
2021-10-01T17:00:00Z,0.251252277,0.208959585,0.000235,sensor,sensor
2021-10-01T17:15:00Z,0.251252277,0.20394916,0.000235,sensor,sensor
2021-10-01T17:30:00Z,0.259839028,0.220331777,0.000235,sensor,sensor
2021-10-01T17:45:00Z,0.268589139,0.207803051,0.000235,sensor,sensor
2021-10-01T18:00:00Z,0.27451365,0.211112932,0.000235,sensor,sensor
2021-10-01T18:15:00Z,0.280511286,0.206525349,0.000235,sensor,sensor
2021-10-01T18:30:00Z,0.286582251,0.199816983,0.000235,sensor,sensor
2021-10-01T18:45:00Z,0.29272675,0.201405069,0.000235,sensor,sensor
2021-10-01T19:00:00Z,0.302081818,0.207678144,0.000235,sensor,sensor
2021-10-01T19:15:00Z,0.311603473,0.198727608,0.000235,sensor,sensor
2021-10-01T19:30:00Z,0.314814493,0.197712547,0.000235,sensor,sensor
2021-10-01T19:45:00Z,0.324559309,0.206030408,0.000235,sensor,sensor
2021-10-01T20:00:00Z,0.331149226,0.18469955,0.005834981,sensor,sensor
2021-10-01T20:15:00Z,0.33781407,0.189066071,0.010021338,sensor,sensor
2021-10-01T20:30:00Z,0.344554035,0.197005501,0.000235,sensor,sensor
2021-10-01T20:45:00Z,0.33781407,0.184035606,0.023464432,sensor,sensor
2021-10-01T21:00:00Z,0.344554035,0.197873971,0.000235,sensor,sensor
2021-10-01T21:15:00Z,0.344554035,0.196352522,0.002572485,sensor,sensor
2021-10-01T21:30:00Z,0.347952248,0.203125082,0.000235,sensor,sensor
2021-10-01T21:45:00Z,0.351369314,0.199014281,0.004729755,sensor,sensor
2021-10-01T22:00:00Z,0.354805256,0.196964611,0.006849968,sensor,sensor
2021-10-01T22:15:00Z,0.351369314,0.213999199,0.000235,sensor,sensor
2021-10-01T22:30:00Z,0.351369314,0.205585829,0.000235,sensor,sensor
2021-10-01T22:45:00Z,0.354805256,0.216718493,0.000235,sensor,sensor
2021-10-01T23:00:00Z,0.358260099,0.20623721,0.000235,sensor,sensor
2021-10-01T23:15:00Z,0.361733866,0.210511907,0.000235,sensor,sensor
2021-10-01T23:30:00Z,0.358260099,0.217118571,0.000235,sensor,sensor
2021-10-01T23:45:00Z,0.361733866,0.213620361,0.007979748,sensor,sensor
2021-10-02T00:00:00Z,0.361733866,0.207442838,0.008442035,sensor,sensor
2021-10-02T00:15:00Z,0.361733866,0.218522849,0.000235,sensor,sensor
2021-10-02T00:30:00Z,0.354805256,0.213322021,0.000235,sensor,sensor
2021-10-02T00:45:00Z,0.351369314,0.22055899,0.000235,sensor,sensor
2021-10-02T01:00:00Z,0.354805256,0.207041333,0.000235,sensor,sensor
2021-10-02T01:15:00Z,0.351369314,0.204403506,0.000235,sensor,sensor
2021-10-02T01:30:00Z,0.351369314,0.206645788,0.010295845,sensor,sensor
2021-10-02T01:45:00Z,0.33781407,0.214349867,0.000235,sensor,sensor
2021-10-02T02:00:00Z,0.34117465,0.213529636,0.000235,sensor,sensor
2021-10-02T02:15:00Z,0.33781407,0.210927819,0.000235,sensor,sensor
2021-10-02T02:30:00Z,0.33447227,0.224526151,0.000235,sensor,sensor
2021-10-02T02:45:00Z,0.331149226,0.215616094,0.000235,sensor,sensor
2021-10-02T03:00:00Z,0.324559309,0.210374619,0.000235,sensor,sensor
2021-10-02T03:15:00Z,0.324559309,0.211308192,0.000235,sensor,sensor
2021-10-02T03:30:00Z,0.321292387,0.206205297,0.005725879,sensor,sensor
2021-10-02T03:45:00Z,0.321292387,0.205495342,0.00518413,sensor,sensor
2021-10-02T04:00:00Z,NA,0.209123604,0.000235,sensor,sensor
2021-10-02T04:15:00Z,0.314814493,0.202985716,0.000235,sensor,sensor
2021-10-02T04:30:00Z,0.308411037,0.201995188,0.000235,sensor,sensor
2021-10-02T04:45:00Z,0.30523716,0.204551988,0.000235,sensor,sensor
2021-10-02T05:00:00Z,0.302081818,0.200164945,0.013892509,sensor,sensor
2021-10-02T05:15:00Z,0.298944986,0.205024027,0.000235,sensor,sensor
2021-10-02T05:30:00Z,0.302081818,0.20932029,0.000235,sensor,sensor
2021-10-02T05:45:00Z,0.29272675,0.213935077,0.000235,sensor,sensor
2021-10-02T06:00:00Z,0.289645296,0.217397868,0.000235,sensor,sensor
2021-10-02T06:15:00Z,0.289645296,0.213621479,0.000235,sensor,sensor
2021-10-02T06:30:00Z,0.289645296,0.208664359,0.000235,sensor,sensor
2021-10-02T06:45:00Z,0.289645296,0.206191823,0.000235,sensor,sensor
2021-10-02T07:00:00Z,0.289645296,0.208879081,0.005968078,sensor,sensor
2021-10-02T07:15:00Z,0.280511286,0.212935825,0.000235,sensor,sensor
2021-10-02T07:30:00Z,0.283537589,0.209723808,0.008683081,sensor,sensor
2021-10-02T07:45:00Z,0.286582251,0.220907691,0.000235,sensor,sensor
2021-10-02T08:00:00Z,0.277503314,0.213262511,0.000235,sensor,sensor
2021-10-02T08:15:00Z,0.277503314,0.214979107,0.000235,sensor,sensor
2021-10-02T08:30:00Z,0.280511286,0.213416779,0.000235,sensor,sensor
2021-10-02T08:45:00Z,0.277503314,0.216901486,0.000235,sensor,sensor
2021-10-02T09:00:00Z,0.277503314,0.20637034,0.000235,sensor,sensor
2021-10-02T09:15:00Z,0.271542267,0.216095803,0.000235,sensor,sensor
2021-10-02T09:30:00Z,0.27451365,0.211015727,0.000235,sensor,sensor
2021-10-02T09:45:00Z,0.277503314,0.213014828,0.006353186,sensor,sensor
2021-10-02T10:00:00Z,0.271542267,0.218190934,0.000235,sensor,sensor
2021-10-02T10:15:00Z,0.265654241,0.224196196,0.000235,sensor,sensor
2021-10-02T10:30:00Z,0.271542267,0.202454854,0.026787602,sensor,sensor
2021-10-02T10:45:00Z,0.268589139,0.218326849,0.000235,sensor,sensor
2021-10-02T11:00:00Z,0.27451365,0.22024982,0.000235,sensor,sensor
2021-10-02T11:15:00Z,0.271542267,0.217042561,0.000235,sensor,sensor
2021-10-02T11:30:00Z,0.271542267,0.222006106,0.008330333,sensor,sensor
2021-10-02T11:45:00Z,0.27451365,0.219078847,0.007049203,sensor,sensor
2021-10-02T12:00:00Z,0.271542267,0.231904995,0.000235,sensor,sensor
2021-10-02T12:15:00Z,0.27451365,0.222601723,0.000235,sensor,sensor
2021-10-02T12:30:00Z,0.271542267,0.214541742,0.010863821,sensor,sensor
2021-10-02T12:45:00Z,0.268589139,0.21872471,0.008718281,sensor,sensor
2021-10-02T13:00:00Z,0.268589139,0.218661184,0.00577192,sensor,sensor
2021-10-02T13:15:00Z,0.268589139,0.216109606,0.01998526,sensor,sensor
2021-10-02T13:30:00Z,0.262737546,0.220185051,0.000235,sensor,sensor
2021-10-02T13:45:00Z,0.259839028,0.219136057,0.000235,sensor,sensor
2021-10-02T14:00:00Z,0.262737546,0.225968953,0.000235,sensor,sensor
2021-10-02T14:15:00Z,0.265654241,0.223446341,0.011887205,sensor,sensor
2021-10-02T14:30:00Z,0.262737546,0.233724848,0.000235,sensor,sensor
2021-10-02T14:45:00Z,0.262737546,0.229956026,0.000235,sensor,sensor
2021-10-02T15:00:00Z,0.268589139,0.22431473,0.000235,sensor,sensor
2021-10-02T15:15:00Z,0.265654241,0.223374158,0.000235,sensor,sensor
2021-10-02T15:30:00Z,0.268589139,0.228596786,0.000235,sensor,sensor
2021-10-02T15:45:00Z,0.268589139,0.229867886,0.000235,sensor,sensor
2021-10-02T16:00:00Z,0.268589139,0.217509776,0.002550392,sensor,sensor
2021-10-02T16:15:00Z,0.259839028,0.232719064,0.000235,sensor,sensor
2021-10-02T16:30:00Z,0.259839028,0.229968088,0.000235,sensor,sensor
2021-10-02T16:45:00Z,0.259839028,0.215122628,0.008590602,sensor,sensor
2021-10-02T17:00:00Z,0.27451365,0.220676154,0.009371383,sensor,sensor
2021-10-02T17:15:00Z,0.277503314,0.215865331,0.00077277,sensor,sensor
2021-10-02T17:30:00Z,0.27451365,0.220181297,0.001966342,sensor,sensor
2021-10-02T17:45:00Z,0.280511286,0.223573469,0.000235,sensor,sensor
2021-10-02T18:00:00Z,0.277503314,0.226185004,0.000235,sensor,sensor
2021-10-02T18:15:00Z,0.283537589,0.220566866,0.008088474,sensor,sensor
2021-10-02T18:30:00Z,0.283537589,0.225831671,0.000235,sensor,sensor
2021-10-02T18:45:00Z,0.283537589,0.222202285,0.003489197,sensor,sensor
2021-10-02T19:00:00Z,0.286582251,0.226610474,0.000235,sensor,sensor
2021-10-02T19:15:00Z,0.295826638,0.220452215,0.000235,sensor,sensor
2021-10-02T19:30:00Z,0.29272675,0.221463259,0.000235,sensor,sensor
2021-10-02T19:45:00Z,0.289645296,0.22079899,0.000235,sensor,sensor
2021-10-02T20:00:00Z,0.302081818,0.216642562,0.011436408,sensor,sensor
2021-10-02T20:15:00Z,0.302081818,0.228135931,0.000235,sensor,sensor
2021-10-02T20:30:00Z,0.314814493,0.214006681,0.000235,sensor,sensor
2021-10-02T20:45:00Z,0.318044123,0.221028693,0.000235,sensor,sensor
2021-10-02T21:00:00Z,0.314814493,0.223193058,0.002747844,sensor,sensor
2021-10-02T21:15:00Z,0.324559309,0.229442156,0.001478308,sensor,sensor
2021-10-02T21:30:00Z,0.324559309,0.224456212,0.015069933,sensor,sensor
2021-10-02T21:45:00Z,0.327844913,0.225315663,0.00465452,sensor,sensor
2021-10-02T22:00:00Z,0.331149226,0.237933605,0.000235,sensor,sensor
2021-10-02T22:15:00Z,0.321292387,0.236223616,0.000235,sensor,sensor
2021-10-02T22:30:00Z,0.331149226,0.240672137,0.003818023,sensor,sensor
2021-10-02T22:45:00Z,0.331149226,0.247836995,0.000235,sensor,sensor
2021-10-02T23:00:00Z,0.327844913,0.238627881,0.00785061,sensor,sensor
2021-10-02T23:15:00Z,0.33447227,0.238782719,0.019945888,sensor,sensor
2021-10-02T23:30:00Z,0.33781407,0.242122668,0.006844466,sensor,sensor
2021-10-02T23:45:00Z,0.33781407,0.232807646,0.027270305,sensor,sensor
2021-10-03T00:00:00Z,0.34117465,0.251037244,0.001190868,sensor,sensor
2021-10-03T00:15:00Z,0.33781407,0.264342031,0.000235,sensor,sensor
2021-10-03T00:30:00Z,0.344554035,0.253603721,0.009075201,sensor,sensor
2021-10-03T00:45:00Z,0.34117465,0.257277863,0.000235,sensor,sensor
2021-10-03T01:00:00Z,0.34117465,0.247543965,0.030408467,sensor,sensor
2021-10-03T01:15:00Z,0.347952248,0.259813069,0.010575429,sensor,sensor
2021-10-03T01:30:00Z,0.33781407,0.257177827,0.010162204,sensor,sensor
2021-10-03T01:45:00Z,0.34117465,0.257403725,0.00152373,sensor,sensor
2021-10-03T02:00:00Z,0.33781407,0.24894345,0.000235,sensor,sensor
2021-10-03T02:15:00Z,0.34117465,0.247217303,0.024535413,sensor,sensor
2021-10-03T02:30:00Z,0.34117465,0.243932271,0.027726924,sensor,sensor
2021-10-03T02:45:00Z,0.347952248,0.24837783,0.024268269,sensor,sensor
2021-10-03T03:00:00Z,0.344554035,0.262117003,0.000235,sensor,sensor
2021-10-03T03:15:00Z,0.34117465,0.25956824,0.004671203,sensor,sensor
2021-10-03T03:30:00Z,0.344554035,0.248375336,0.01897011,sensor,sensor
2021-10-03T03:45:00Z,0.34117465,0.251504345,0.003611747,sensor,sensor
2021-10-03T04:00:00Z,NA,0.251885281,0.003755157,sensor,sensor
2021-10-03T04:15:00Z,0.34117465,0.246841945,0.008330949,sensor,sensor
2021-10-03T04:30:00Z,0.33781407,0.243050316,0.019242144,sensor,sensor
2021-10-03T04:45:00Z,0.331149226,0.244313332,0.008426499,sensor,sensor
2021-10-03T05:00:00Z,0.34117465,0.256549381,0.007657534,sensor,sensor
2021-10-03T05:15:00Z,0.33781407,0.24802551,0.01667487,sensor,sensor
2021-10-03T05:30:00Z,0.344554035,0.242837411,0.024345713,sensor,sensor
2021-10-03T05:45:00Z,0.34117465,0.250768706,0.010210668,sensor,sensor
2021-10-03T06:00:00Z,0.331149226,0.265646355,0.000235,sensor,sensor
2021-10-03T06:15:00Z,0.33447227,0.241778779,0.021260206,sensor,sensor
2021-10-03T06:30:00Z,0.33781407,0.250061533,0.02844531,sensor,sensor
2021-10-03T06:45:00Z,0.33447227,0.245235977,0.019935887,sensor,sensor
2021-10-03T07:00:00Z,0.331149226,0.246270199,0.013686447,sensor,sensor
2021-10-03T07:15:00Z,0.33447227,0.250006241,0.020506458,sensor,sensor
2021-10-03T07:30:00Z,0.33447227,0.248057128,0.023794445,sensor,sensor
2021-10-03T07:45:00Z,0.327844913,0.257187709,0.000235,sensor,sensor
2021-10-03T08:00:00Z,0.324559309,0.246256647,0.020637263,sensor,sensor
2021-10-03T08:15:00Z,0.327844913,0.246373653,0.019982979,sensor,sensor
2021-10-03T08:30:00Z,0.321292387,0.25585201,0.000235,sensor,sensor
2021-10-03T08:45:00Z,0.321292387,0.243830777,0.017353989,sensor,sensor
2021-10-03T09:00:00Z,0.331149226,0.251902871,0.000235,sensor,sensor
2021-10-03T09:15:00Z,0.324559309,0.244456268,0.000235,sensor,sensor
2021-10-03T09:30:00Z,0.321292387,0.240444782,0.028387079,sensor,sensor
2021-10-03T09:45:00Z,0.324559309,0.246135756,0.008610776,sensor,sensor
2021-10-03T10:00:00Z,0.327844913,0.237020933,0.021808962,sensor,sensor
2021-10-03T10:15:00Z,0.318044123,0.240363714,0.019840042,sensor,sensor
2021-10-03T10:30:00Z,0.327844913,0.245435742,0.000235,sensor,sensor
2021-10-03T10:45:00Z,0.327844913,0.241755248,0.009860129,sensor,sensor
2021-10-03T11:00:00Z,0.321292387,0.232615043,0.027227314,sensor,sensor
2021-10-03T11:15:00Z,0.321292387,0.239641506,0.017881289,sensor,sensor
2021-10-03T11:30:00Z,0.311603473,0.24916458,0.002266453,sensor,sensor
2021-10-03T11:45:00Z,0.327844913,0.246222825,0.000235,sensor,sensor
2021-10-03T12:00:00Z,0.314814493,0.24056077,0.013696945,sensor,sensor
2021-10-03T12:15:00Z,0.321292387,0.238822135,0.00810129,sensor,sensor
2021-10-03T12:30:00Z,0.308411037,0.23570697,0.021647051,sensor,sensor
2021-10-03T12:45:00Z,0.311603473,0.234719379,0.022735394,sensor,sensor
2021-10-03T13:00:00Z,0.311603473,0.243157332,0.000235,sensor,sensor
2021-10-03T13:15:00Z,0.308411037,0.237817837,0.009951597,sensor,sensor
2021-10-03T13:30:00Z,0.302081818,0.242917494,0.008362725,sensor,sensor
2021-10-03T13:45:00Z,0.302081818,0.24298324,0.009630176,sensor,sensor
2021-10-03T14:00:00Z,0.298944986,0.242203127,0.014987664,sensor,sensor
2021-10-03T14:15:00Z,0.298944986,0.247729261,0.000235,sensor,sensor
2021-10-03T14:30:00Z,0.302081818,0.241086241,0.01253184,sensor,sensor
2021-10-03T14:45:00Z,0.302081818,0.237002824,0.005515806,sensor,sensor
2021-10-03T15:00:00Z,0.298944986,0.228748249,0.028063549,sensor,sensor
2021-10-03T15:15:00Z,0.298944986,0.233713328,0.021168829,sensor,sensor
2021-10-03T15:30:00Z,0.298944986,0.241569724,0.000235,sensor,sensor
2021-10-03T15:45:00Z,0.298944986,0.232668013,0.029748256,sensor,sensor
2021-10-03T16:00:00Z,0.308411037,0.242765912,0.000235,sensor,sensor
2021-10-03T16:15:00Z,0.308411037,0.235931351,0.014648845,sensor,sensor
2021-10-03T16:30:00Z,0.311603473,0.238680109,0.006641064,sensor,sensor
2021-10-03T16:45:00Z,0.30523716,0.232255852,0.014517611,sensor,sensor
2021-10-03T17:00:00Z,0.311603473,0.229784875,0.014497695,sensor,sensor
2021-10-03T17:15:00Z,0.314814493,0.242129605,0.000235,sensor,sensor
2021-10-03T17:30:00Z,0.321292387,0.238435968,0.000235,sensor,sensor
2021-10-03T17:45:00Z,0.324559309,0.241914883,0.000235,sensor,sensor
2021-10-03T18:00:00Z,0.327844913,0.230796189,0.009661467,sensor,sensor
2021-10-03T18:15:00Z,0.324559309,0.245104516,0.000235,sensor,sensor
2021-10-03T18:30:00Z,0.33447227,0.222782227,0.033061129,sensor,sensor
2021-10-03T18:45:00Z,0.344554035,0.244468048,0.000235,sensor,sensor
2021-10-03T19:00:00Z,0.354805256,0.236563118,0.012684104,sensor,sensor
2021-10-03T19:15:00Z,0.347952248,0.231331587,0.005954251,sensor,sensor
2021-10-03T19:30:00Z,0.358260099,0.237117234,0.005473984,sensor,sensor
2021-10-03T19:45:00Z,0.368738266,0.249641116,0.000235,sensor,sensor
2021-10-03T20:00:00Z,0.361733866,0.243739771,0.001785842,sensor,sensor
2021-10-03T20:15:00Z,0.36522658,0.231971326,0.020336985,sensor,sensor
2021-10-03T20:30:00Z,0.368738266,0.237463166,0.000235,sensor,sensor
2021-10-03T20:45:00Z,0.372268947,0.235812871,0.009145885,sensor,sensor
2021-10-03T21:00:00Z,0.375818647,0.232928016,0.014330504,sensor,sensor
2021-10-03T21:15:00Z,0.382975196,0.240510456,0.005006903,sensor,sensor
2021-10-03T21:30:00Z,0.386582092,0.236819785,0.011896891,sensor,sensor
2021-10-03T21:45:00Z,0.390208099,0.241275151,0.002567315,sensor,sensor
2021-10-03T22:00:00Z,0.386582092,0.231313769,0.023006419,sensor,sensor
2021-10-03T22:15:00Z,0.401201026,0.235214091,0.000235,sensor,sensor
2021-10-03T22:30:00Z,0.390208099,0.237554566,0.023533257,sensor,sensor
2021-10-03T22:45:00Z,0.390208099,0.234819241,0.016528914,sensor,sensor
2021-10-03T23:00:00Z,0.397517544,0.23694976,0.01103153,sensor,sensor
2021-10-03T23:15:00Z,0.404903713,0.2280506,0.028936873,sensor,sensor
2021-10-03T23:30:00Z,0.401201026,0.233710101,0.017012778,sensor,sensor
2021-10-03T23:45:00Z,0.401201026,0.231889286,0.029283851,sensor,sensor
2021-10-04T00:00:00Z,0.397517544,0.221847252,0.032190601,sensor,sensor
2021-10-04T00:15:00Z,0.397517544,0.229064528,0.006340762,sensor,sensor
2021-10-04T00:30:00Z,0.393853242,0.229267243,0.015962374,sensor,sensor
2021-10-04T00:45:00Z,0.393853242,0.224746471,0.035567825,sensor,sensor
2021-10-04T01:00:00Z,0.393853242,0.230712336,0.028887166,sensor,sensor
2021-10-04T01:15:00Z,0.393853242,0.222839476,0.023291648,sensor,sensor
2021-10-04T01:30:00Z,0.397517544,0.228856616,0.008446821,sensor,sensor
2021-10-04T01:45:00Z,0.404903713,0.218984552,0.036968097,sensor,sensor
2021-10-04T02:00:00Z,0.393853242,0.216338163,0.046441142,sensor,sensor
2021-10-04T02:15:00Z,0.397517544,0.224632955,0.017323733,sensor,sensor
2021-10-04T02:30:00Z,0.393853242,0.216554134,0.030824427,sensor,sensor
2021-10-04T02:45:00Z,0.393853242,0.222681034,0.025181632,sensor,sensor
2021-10-04T03:00:00Z,0.386582092,0.22612095,0.025559524,sensor,sensor
2021-10-04T03:15:00Z,0.397517544,0.220856709,0.028726297,sensor,sensor
2021-10-04T03:30:00Z,0.386582092,0.212091658,0.03624393,sensor,sensor
2021-10-04T03:45:00Z,0.390208099,0.215877259,0.022396683,sensor,sensor
2021-10-04T04:00:00Z,NA,0.218901674,0.047439136,sensor,sensor
2021-10-04T04:15:00Z,0.386582092,0.205912987,0.060707098,sensor,sensor
2021-10-04T04:30:00Z,0.386582092,0.201355246,0.046918765,sensor,sensor
2021-10-04T04:45:00Z,0.382975196,0.209490108,0.039281441,sensor,sensor
2021-10-04T05:00:00Z,0.379387389,0.216764808,0.029458591,sensor,sensor
2021-10-04T05:15:00Z,0.375818647,0.224081521,0.014083561,sensor,sensor
2021-10-04T05:30:00Z,0.386582092,0.2079488,0.033207885,sensor,sensor
2021-10-04T05:45:00Z,0.386582092,0.212775769,0.024505103,sensor,sensor
2021-10-04T06:00:00Z,0.386582092,0.202512565,0.058217138,sensor,sensor
2021-10-04T06:15:00Z,0.386582092,0.205199655,0.040373758,sensor,sensor
2021-10-04T06:30:00Z,0.382975196,0.201493253,0.049830576,sensor,sensor
2021-10-04T06:45:00Z,0.379387389,0.202893914,0.049066347,sensor,sensor
2021-10-04T07:00:00Z,0.382975196,0.212802942,0.036979991,sensor,sensor
2021-10-04T07:15:00Z,0.375818647,0.20375925,0.049630933,sensor,sensor
2021-10-04T07:30:00Z,0.382975196,0.198847843,0.058022045,sensor,sensor
2021-10-04T07:45:00Z,0.375818647,0.202719582,0.047526533,sensor,sensor
2021-10-04T08:00:00Z,0.375818647,0.217372684,0.042328488,sensor,sensor
2021-10-04T08:15:00Z,0.379387389,0.215023012,0.026213745,sensor,sensor
2021-10-04T08:30:00Z,0.372268947,0.206101166,0.040310084,sensor,sensor
2021-10-04T08:45:00Z,0.372268947,0.214854565,0.022708483,sensor,sensor
2021-10-04T09:00:00Z,0.372268947,0.217513922,0.028319089,sensor,sensor
2021-10-04T09:15:00Z,0.372268947,0.217870755,0.017415832,sensor,sensor
2021-10-04T09:30:00Z,0.372268947,0.211647946,0.044053426,sensor,sensor
2021-10-04T09:45:00Z,0.372268947,0.210190169,0.054806677,sensor,sensor
2021-10-04T10:00:00Z,0.375818647,0.204400126,0.056181365,sensor,sensor
2021-10-04T10:15:00Z,0.372268947,0.218768705,0.031962222,sensor,sensor
2021-10-04T10:30:00Z,0.36522658,0.211888726,0.027659002,sensor,sensor
2021-10-04T10:45:00Z,0.368738266,0.215927465,0.036489523,sensor,sensor
2021-10-04T11:00:00Z,0.361733866,0.208501268,0.053941937,sensor,sensor
2021-10-04T11:15:00Z,0.36522658,0.212969172,0.049734593,sensor,sensor
2021-10-04T11:30:00Z,0.36522658,0.216601761,0.049295432,sensor,sensor
2021-10-04T11:45:00Z,0.36522658,0.205994817,0.047350971,sensor,sensor
2021-10-04T12:00:00Z,0.358260099,0.221351961,0.022278891,sensor,sensor
2021-10-04T12:15:00Z,0.358260099,0.212594706,0.026726783,sensor,sensor
2021-10-04T12:30:00Z,0.361733866,0.221383256,0.008861376,sensor,sensor
2021-10-04T12:45:00Z,0.358260099,0.212118045,0.04695685,sensor,sensor
2021-10-04T13:00:00Z,0.354805256,0.213018142,0.03995574,sensor,sensor
2021-10-04T13:15:00Z,0.361733866,0.210352584,0.062287472,sensor,sensor
2021-10-04T13:30:00Z,0.354805256,0.222324165,0.032239952,sensor,sensor
2021-10-04T13:45:00Z,0.354805256,0.213090586,0.027148719,sensor,sensor
2021-10-04T14:00:00Z,0.354805256,0.214786979,0.033775453,sensor,sensor
