"","Timestamp","Temperature.SoilTemp_15cm@WW_pit7","Temperature.SoilTemp_30cm@WW_pit7","Temperature.SoilTemp_45cm@WW_pit7","Volumetric Water Content.VWC_15cm@WW_pit7"
"179",2021-10-04 18:00:00,13.2,12.5,13.3,0.236
"180",2021-10-04 18:30:00,13.3,12.5,13.3,0.236
"181",2021-10-04 19:00:00,13.3,12.5,13.3,0.235
"182",2021-10-04 19:30:00,13.3,12.5,13.3,0.235
"183",2021-10-04 20:00:00,13.3,12.5,13.3,0.235
"184",2021-10-04 20:30:00,13.3,12.5,13.3,0.235
"185",2021-10-04 21:00:00,13.3,12.5,13.3,0.235
"186",2021-10-04 21:30:00,13.3,12.5,13.3,0.235
"187",2021-10-04 22:00:00,13.3,12.5,13.3,0.235
"188",2021-10-04 22:30:00,13.3,12.5,13.3,0.234
"189",2021-10-04 23:00:00,13.3,12.5,13.3,0.234
"190",2021-10-04 23:30:00,13.2,12.5,13.3,0.234
"191",2021-10-05 00:00:00,13.2,12.5,13.3,0.234
"192",2021-10-05 00:30:00,13.2,12.5,13.3,0.234
"193",2021-10-05 01:00:00,13.2,12.5,13.3,0.234
"194",2021-10-05 01:30:00,13.2,12.5,13.3,0.234
"195",2021-10-05 02:00:00,13.2,12.5,13.3,0.234
"196",2021-10-05 02:30:00,13.2,12.5,13.3,0.234
"197",2021-10-05 03:00:00,13.1,12.5,13.3,0.234
"198",2021-10-05 03:30:00,13.1,12.5,13.3,0.234
"199",2021-10-05 04:00:00,13.1,12.5,13.3,0.234
"200",2021-10-05 04:30:00,13.1,12.5,13.3,0.234
"201",2021-10-05 05:00:00,13.1,12.5,13.3,0.233
"202",2021-10-05 05:30:00,13.1,12.6,13.3,0.233
"203",2021-10-05 06:00:00,13.1,12.6,13.3,0.233
"204",2021-10-05 06:30:00,13.1,12.5,13.3,0.233
"205",2021-10-05 07:00:00,13.1,12.6,13.3,0.233
"206",2021-10-05 07:30:00,13.1,12.5,13.3,0.233
"207",2021-10-05 08:00:00,13.1,12.5,13.3,0.233
"208",2021-10-05 08:30:00,13.1,12.5,13.3,0.233
"209",2021-10-05 09:00:00,13.1,12.5,13.3,0.233
"210",2021-10-05 09:30:00,13.1,12.5,13.3,0.233
"211",2021-10-05 10:00:00,13,12.5,13.3,0.233
"212",2021-10-05 10:30:00,13,12.5,13.3,0.233
"213",2021-10-05 11:00:00,13.1,12.5,13.3,0.233
"214",2021-10-05 11:30:00,13,12.5,13.3,0.233
"215",2021-10-05 12:00:00,13.1,12.5,13.3,0.232
"216",2021-10-05 12:30:00,13.1,12.5,13.3,0.232
"217",2021-10-05 13:00:00,13.1,12.5,13.3,0.232
"218",2021-10-05 13:30:00,13.1,12.5,13.3,0.232
"219",2021-10-05 14:00:00,13.1,12.5,13.3,0.232
"220",2021-10-05 14:30:00,13.1,12.5,13.3,0.231
"221",2021-10-05 15:00:00,13.2,12.5,13.3,0.231
"222",2021-10-05 15:30:00,13.3,12.5,13.3,0.231
"223",2021-10-05 16:00:00,13.3,12.5,13.3,0.231
"224",2021-10-05 16:30:00,13.3,12.5,13.3,0.231
"225",2021-10-05 17:00:00,13.3,12.5,13.3,0.231
"226",2021-10-05 17:30:00,13.4,12.5,13.3,0.231
"227",2021-10-05 18:00:00,13.4,12.5,13.3,0.231
"228",2021-10-05 18:30:00,13.4,12.5,13.3,0.231
"229",2021-10-05 19:00:00,13.5,12.5,13.3,0.231
"230",2021-10-05 19:30:00,13.5,12.6,13.3,0.231
"231",2021-10-05 20:00:00,13.5,12.6,13.3,0.23
"232",2021-10-05 20:30:00,13.5,12.6,13.3,0.23
"233",2021-10-05 21:00:00,13.5,12.6,13.3,0.23
"234",2021-10-05 21:30:00,13.5,12.6,13.3,0.23
"235",2021-10-05 22:00:00,13.5,12.6,13.3,0.23
"236",2021-10-05 22:30:00,13.5,12.6,13.3,0.23
"237",2021-10-05 23:00:00,13.5,12.6,13.3,0.23
"238",2021-10-05 23:30:00,13.5,12.6,13.3,0.23
"239",2021-10-06 00:00:00,13.5,12.6,13.3,0.23
"240",2021-10-06 00:30:00,13.5,12.6,13.3,0.23
"241",2021-10-06 01:00:00,13.5,12.6,13.3,0.23
"242",2021-10-06 01:30:00,13.5,12.7,13.3,0.23
"243",2021-10-06 02:00:00,13.5,12.7,13.3,0.23
"244",2021-10-06 02:30:00,13.5,12.7,13.3,0.23
"245",2021-10-06 03:00:00,13.5,12.7,13.3,0.23
"246",2021-10-06 03:30:00,13.5,12.7,13.4,0.23
"247",2021-10-06 04:00:00,13.5,12.7,13.4,0.23
"248",2021-10-06 04:30:00,13.5,12.7,13.4,0.23
"249",2021-10-06 05:00:00,13.5,12.7,13.3,0.23
"250",2021-10-06 05:30:00,13.5,12.7,13.4,0.23
"251",2021-10-06 06:00:00,13.5,12.7,13.4,0.23
"252",2021-10-06 06:30:00,13.5,12.7,13.4,0.23
"253",2021-10-06 07:00:00,13.5,12.7,13.4,0.229
"254",2021-10-06 07:30:00,13.4,12.7,13.4,0.229
"255",2021-10-06 08:00:00,13.4,12.7,13.4,0.229
"256",2021-10-06 08:30:00,13.4,12.7,13.4,0.229
"257",2021-10-06 09:00:00,13.3,12.7,13.4,0.229
"258",2021-10-06 09:30:00,13.3,12.7,13.4,0.229
"259",2021-10-06 10:00:00,13.3,12.7,13.4,0.229
"260",2021-10-06 10:30:00,13.3,12.7,13.4,0.229
"261",2021-10-06 11:00:00,13.3,12.7,13.3,0.229
"262",2021-10-06 11:30:00,13.4,12.7,13.4,0.229
"263",2021-10-06 12:00:00,13.4,12.7,13.4,0.229
"264",2021-10-06 12:30:00,13.4,12.7,13.4,0.229
"265",2021-10-06 13:00:00,13.5,12.7,13.4,0.229
"266",2021-10-06 13:30:00,13.5,12.7,13.4,0.228
"267",2021-10-06 14:00:00,13.6,12.7,13.4,0.228
"268",2021-10-06 14:30:00,13.7,12.7,13.4,0.228
"269",2021-10-06 15:00:00,13.7,12.7,13.4,0.228
"270",2021-10-06 15:30:00,13.8,12.7,13.4,0.228
"271",2021-10-06 16:00:00,13.9,12.7,13.4,0.227
"272",2021-10-06 16:30:00,14,12.7,13.4,0.227
"273",2021-10-06 17:00:00,14,12.7,13.4,0.227
"274",2021-10-06 17:30:00,14,12.8,13.4,0.227
"275",2021-10-06 18:00:00,14.1,12.8,13.4,0.227
"276",2021-10-06 18:30:00,14.1,12.8,13.4,0.227
"277",2021-10-06 19:00:00,14.1,12.8,13.4,0.227
"278",2021-10-06 19:30:00,14.1,12.8,13.4,0.227
"279",2021-10-06 20:00:00,14.1,12.8,13.4,0.227
"280",2021-10-06 20:30:00,14,12.8,13.4,0.227
"281",2021-10-06 21:00:00,14.1,12.8,13.4,0.227
"282",2021-10-06 21:30:00,14,12.8,13.4,0.226
"283",2021-10-06 22:00:00,14,12.9,13.4,0.226
"284",2021-10-06 22:30:00,14,12.9,13.4,0.226
"285",2021-10-06 23:00:00,13.9,12.9,13.4,0.226
"286",2021-10-06 23:30:00,13.9,12.9,13.4,0.226
"287",2021-10-07 00:00:00,13.8,12.9,13.4,0.226
"288",2021-10-07 00:30:00,13.8,12.9,13.4,0.226
"289",2021-10-07 01:00:00,13.7,12.9,13.4,0.226
"290",2021-10-07 01:30:00,13.7,12.9,13.4,0.226
"291",2021-10-07 02:00:00,13.6,12.9,13.4,0.226
"292",2021-10-07 02:30:00,13.6,12.9,13.4,0.226
"293",2021-10-07 03:00:00,13.5,12.9,13.4,0.226
"294",2021-10-07 03:30:00,13.5,12.9,13.4,0.226
"295",2021-10-07 04:00:00,13.4,12.9,13.4,0.226
"296",2021-10-07 04:30:00,13.4,12.9,13.4,0.226
"297",2021-10-07 05:00:00,13.3,12.9,13.4,0.226
"298",2021-10-07 05:30:00,13.3,12.9,13.4,0.225
"299",2021-10-07 06:00:00,13.2,12.9,13.4,0.225
"300",2021-10-07 06:30:00,13.1,12.9,13.4,0.225
"301",2021-10-07 07:00:00,13.1,12.9,13.4,0.225
"302",2021-10-07 07:30:00,13.1,12.9,13.4,0.225
"303",2021-10-07 08:00:00,13,12.8,13.4,0.225
"304",2021-10-07 08:30:00,13,12.8,13.4,0.225
"305",2021-10-07 09:00:00,12.9,12.8,13.5,0.225
"306",2021-10-07 09:30:00,12.9,12.8,13.4,0.225
"307",2021-10-07 10:00:00,12.9,12.8,13.4,0.225
"308",2021-10-07 10:30:00,12.8,12.8,13.4,0.225
"309",2021-10-07 11:00:00,12.8,12.8,13.4,0.225
"310",2021-10-07 11:30:00,12.8,12.8,13.4,0.225
"311",2021-10-07 12:00:00,12.9,12.7,13.4,0.225
"312",2021-10-07 12:30:00,12.9,12.7,13.4,0.225
"313",2021-10-07 13:00:00,12.9,12.7,13.4,0.224
"314",2021-10-07 13:30:00,13,12.7,13.4,0.225
"315",2021-10-07 14:00:00,13.1,12.7,13.4,0.225
"316",2021-10-07 14:30:00,13.1,12.7,13.4,0.224
"317",2021-10-07 15:00:00,13.2,12.7,13.4,0.224
"318",2021-10-07 15:30:00,13.3,12.7,13.4,0.224
"319",2021-10-07 16:00:00,13.4,12.7,13.4,0.224
"320",2021-10-07 16:30:00,13.5,12.7,13.4,0.224
"321",2021-10-07 17:00:00,13.5,12.7,13.4,0.224
"322",2021-10-07 17:30:00,13.6,12.7,13.4,0.224
"323",2021-10-07 18:00:00,13.6,12.7,13.4,0.224
"324",2021-10-07 18:30:00,13.6,12.7,13.4,0.223
"325",2021-10-07 19:00:00,13.7,12.7,13.4,0.224
"326",2021-10-07 19:30:00,13.7,12.7,13.4,0.223
"327",2021-10-07 20:00:00,13.7,12.7,13.4,0.223
"328",2021-10-07 20:30:00,13.7,12.7,13.4,0.223
"329",2021-10-07 21:00:00,13.7,12.7,13.4,0.223
"330",2021-10-07 21:30:00,13.7,12.7,13.4,0.223
"331",2021-10-07 22:00:00,13.7,12.7,13.4,0.223
"332",2021-10-07 22:30:00,13.6,12.7,13.4,0.223
"333",2021-10-07 23:00:00,13.6,12.7,13.4,0.223
"334",2021-10-07 23:30:00,13.6,12.7,13.4,0.223
"335",2021-10-08 00:00:00,13.6,12.8,13.4,0.223
"336",2021-10-08 00:30:00,13.5,12.8,13.4,0.223
"337",2021-10-08 01:00:00,13.5,12.8,13.4,0.223
"338",2021-10-08 01:30:00,13.4,12.8,13.4,0.223
"339",2021-10-08 02:00:00,13.4,12.8,13.4,0.223
"340",2021-10-08 02:30:00,13.4,12.8,13.4,0.223
"341",2021-10-08 03:00:00,13.3,12.8,13.4,0.223
"342",2021-10-08 03:30:00,13.3,12.8,13.4,0.223
"343",2021-10-08 04:00:00,13.3,12.8,13.4,0.223
"344",2021-10-08 04:30:00,13.2,12.8,13.4,0.223
"345",2021-10-08 05:00:00,13.2,12.8,13.4,0.223
"346",2021-10-08 05:30:00,13.1,12.8,13.4,0.223
"347",2021-10-08 06:00:00,13.1,12.8,13.4,0.223
"348",2021-10-08 06:30:00,13.1,12.7,13.4,0.223
"349",2021-10-08 07:00:00,13,12.7,13.4,0.223
"350",2021-10-08 07:30:00,13,12.7,13.4,0.223
"351",2021-10-08 08:00:00,13,12.7,13.4,0.223
"352",2021-10-08 08:30:00,12.9,12.7,13.4,0.222
"353",2021-10-08 09:00:00,12.9,12.7,13.4,0.222
"354",2021-10-08 09:30:00,12.9,12.7,13.4,0.222
"355",2021-10-08 10:00:00,12.9,12.7,13.4,0.222
"356",2021-10-08 10:30:00,12.8,12.7,13.4,0.222
"357",2021-10-08 11:00:00,12.8,12.6,13.4,0.222
"358",2021-10-08 11:30:00,12.8,12.7,13.4,0.222
"359",2021-10-08 12:00:00,12.9,12.6,13.4,0.222
"360",2021-10-08 12:30:00,12.9,12.6,13.4,0.222
"361",2021-10-08 13:00:00,12.9,12.6,13.4,0.222
"362",2021-10-08 13:30:00,13,12.6,13.4,0.222
"363",2021-10-08 14:00:00,13.1,12.6,13.4,0.222
"364",2021-10-08 14:30:00,13.2,12.6,13.3,0.221
"365",2021-10-08 15:00:00,13.3,12.6,13.4,0.221
"366",2021-10-08 15:30:00,13.3,12.6,13.4,0.221
"367",2021-10-08 16:00:00,13.5,12.6,13.4,0.221
"368",2021-10-08 16:30:00,13.5,12.6,13.4,0.221
"369",2021-10-08 17:00:00,13.6,12.6,13.4,0.221
"370",2021-10-08 17:30:00,13.7,12.6,13.3,0.221
"371",2021-10-08 18:00:00,13.7,12.6,13.3,0.22
"372",2021-10-08 18:30:00,13.7,12.6,13.4,0.221
"373",2021-10-08 19:00:00,13.9,12.6,13.4,0.22
"374",2021-10-08 19:30:00,13.8,12.6,13.4,0.221
"375",2021-10-08 20:00:00,13.9,12.7,13.3,0.22
"376",2021-10-08 20:30:00,13.9,12.7,13.3,0.22
"377",2021-10-08 21:00:00,13.9,12.7,13.3,0.22
"378",2021-10-08 21:30:00,13.9,12.7,13.3,0.22
"379",2021-10-08 22:00:00,13.9,12.7,13.3,0.22
"380",2021-10-08 22:30:00,13.8,12.7,13.3,0.22
"381",2021-10-08 23:00:00,13.8,12.7,13.3,0.22
"382",2021-10-08 23:30:00,13.8,12.7,13.3,0.22
"383",2021-10-09 00:00:00,13.8,12.7,13.3,0.22
"384",2021-10-09 00:30:00,13.8,12.8,13.3,0.22
"385",2021-10-09 01:00:00,13.7,12.8,13.3,0.22
"386",2021-10-09 01:30:00,13.7,12.8,13.3,0.22
"387",2021-10-09 02:00:00,13.7,12.8,13.4,0.22
"388",2021-10-09 02:30:00,13.7,12.8,13.3,0.22
"389",2021-10-09 03:00:00,13.7,12.8,13.3,0.22
"390",2021-10-09 03:30:00,13.7,12.8,13.4,0.22
"391",2021-10-09 04:00:00,13.7,12.8,13.3,0.22
"392",2021-10-09 04:30:00,13.7,12.8,13.3,0.22
"393",2021-10-09 05:00:00,13.7,12.8,13.4,0.22
"394",2021-10-09 05:30:00,13.7,12.8,13.3,0.22
"395",2021-10-09 06:00:00,13.7,12.8,13.4,0.22
"396",2021-10-09 06:30:00,13.6,12.8,13.4,0.22
"397",2021-10-09 07:00:00,13.6,12.8,13.4,0.22
"398",2021-10-09 07:30:00,13.6,12.8,13.4,0.22
"399",2021-10-09 08:00:00,13.6,12.8,13.4,0.22
"400",2021-10-09 08:30:00,13.6,12.8,13.4,0.22
"401",2021-10-09 09:00:00,13.5,12.8,13.4,0.22
"402",2021-10-09 09:30:00,13.5,12.8,13.4,0.22
"403",2021-10-09 10:00:00,13.5,12.8,13.4,0.22
"404",2021-10-09 10:30:00,13.5,12.8,13.4,0.22
"405",2021-10-09 11:00:00,13.5,12.8,13.4,0.22
"406",2021-10-09 11:30:00,13.5,12.8,13.4,0.219
"407",2021-10-09 12:00:00,13.5,12.8,13.4,0.219
"408",2021-10-09 12:30:00,13.5,12.8,13.4,0.219
"409",2021-10-09 13:00:00,13.5,12.8,13.4,0.219
"410",2021-10-09 13:30:00,13.5,12.8,13.4,0.219
"411",2021-10-09 14:00:00,13.6,12.8,13.4,0.218
"412",2021-10-09 14:30:00,13.6,12.8,13.4,0.218
"413",2021-10-09 15:00:00,13.7,12.8,13.4,0.218
"414",2021-10-09 15:30:00,13.7,12.9,13.4,0.218
"415",2021-10-09 16:00:00,13.7,12.9,13.4,0.218
"416",2021-10-09 16:30:00,13.8,12.9,13.4,0.218
"417",2021-10-09 17:00:00,13.8,13,13.4,0.218
"418",2021-10-09 17:30:00,13.9,12.9,13.4,0.218
"419",2021-10-09 18:00:00,13.9,12.8,13.4,0.218
"420",2021-10-09 18:30:00,13.9,13.1,13.4,0.218
"421",2021-10-09 19:00:00,13.9,13.1,13.4,0.218
"422",2021-10-09 19:30:00,13.9,13.1,13.4,0.218
"423",2021-10-09 20:00:00,13.9,13.1,13.4,0.218
"424",2021-10-09 20:30:00,13.8,13.2,13.4,0.218
"425",2021-10-09 21:00:00,13.9,13.1,13.4,0.218
"426",2021-10-09 21:30:00,13.8,13.2,13.4,0.218
"427",2021-10-09 22:00:00,13.7,13.1,13.4,0.218
"428",2021-10-09 22:30:00,13.7,13.1,13.4,0.218
"429",2021-10-09 23:00:00,13.7,13.2,13.4,0.218
"430",2021-10-09 23:30:00,13.7,13.1,13.4,0.218
"431",2021-10-10 00:00:00,13.7,13,13.4,0.218
"432",2021-10-10 00:30:00,13.7,13.1,13.4,0.217
"433",2021-10-10 01:00:00,13.7,13,13.4,0.217
