# Precip_Increm.daily_precip@Wade_Met.20221001.csv generated at 2026-01-14 16:03:13 (UTC-05:00) by AQUARIUS Time-Series 21.3.212.0
# 
# Time-series identifier: Precip Increm.daily_precip@Wade_Met
# Location: Wade Brook
# UTC offset: (UTC+00:00)
# Value units: mm
# Value parameter: Precip Increm
# Interpolation type: Preceding Totals
# Time-series type: Derived
# 
# Export options: Corrected signal from 2022-10-01T00:00:00Z to 2025-09-30T00:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC+00:00),Value,Approval Level,Grade,Qualifiers
2022-12-16T04:00:00Z,2022-12-16 04:00:00,2.2,Working,0,
2022-12-17T04:00:00Z,2022-12-17 04:00:00,0,Working,0,
2022-12-18T04:00:00Z,2022-12-18 04:00:00,0,Working,0,
2022-12-19T04:00:00Z,2022-12-19 04:00:00,0,Working,0,
2022-12-20T04:00:00Z,2022-12-20 04:00:00,0,Working,0,
2022-12-21T04:00:00Z,2022-12-21 04:00:00,0,Working,0,
2022-12-22T04:00:00Z,2022-12-22 04:00:00,0,Working,0,
2022-12-23T04:00:00Z,2022-12-23 04:00:00,0.2,Working,0,
2022-12-24T04:00:00Z,2022-12-24 04:00:00,31.8,Working,0,
2022-12-25T04:00:00Z,2022-12-25 04:00:00,0,Working,0,
2022-12-26T04:00:00Z,2022-12-26 04:00:00,0,Working,0,
2022-12-27T04:00:00Z,2022-12-27 04:00:00,0,Working,0,
2022-12-28T04:00:00Z,2022-12-28 04:00:00,0,Working,0,
2022-12-29T04:00:00Z,2022-12-29 04:00:00,0,Working,0,
2022-12-30T04:00:00Z,2022-12-30 04:00:00,8.6,Working,0,
2022-12-31T04:00:00Z,2022-12-31 04:00:00,0,Working,0,
2023-01-01T04:00:00Z,2023-01-01 04:00:00,6.4,Working,0,
2023-01-02T04:00:00Z,2023-01-02 04:00:00,9.6,Working,0,
2023-01-03T04:00:00Z,2023-01-03 04:00:00,0.4,Working,0,
2023-01-04T04:00:00Z,2023-01-04 04:00:00,0.4,Working,0,
2023-01-05T04:00:00Z,2023-01-05 04:00:00,17,Working,0,
2023-01-06T04:00:00Z,2023-01-06 04:00:00,2.6,Working,0,
2023-01-07T04:00:00Z,2023-01-07 04:00:00,1,Working,0,
2023-01-08T04:00:00Z,2023-01-08 04:00:00,0,Working,0,
2023-01-09T04:00:00Z,2023-01-09 04:00:00,0,Working,0,
2023-01-10T04:00:00Z,2023-01-10 04:00:00,0,Working,0,
2023-01-11T04:00:00Z,2023-01-11 04:00:00,0,Working,0,
2023-01-12T04:00:00Z,2023-01-12 04:00:00,0,Working,0,
2023-01-13T04:00:00Z,2023-01-13 04:00:00,1.6,Working,0,
2023-01-14T04:00:00Z,2023-01-14 04:00:00,13.6,Working,0,
2023-01-15T04:00:00Z,2023-01-15 04:00:00,0,Working,0,
2023-01-16T04:00:00Z,2023-01-16 04:00:00,0,Working,0,
2023-01-17T04:00:00Z,2023-01-17 04:00:00,0,Working,0,
2023-01-18T04:00:00Z,2023-01-18 04:00:00,2,Working,0,
2023-01-19T04:00:00Z,2023-01-19 04:00:00,0.2,Working,0,
2023-01-20T04:00:00Z,2023-01-20 04:00:00,0,Working,0,
2023-01-21T04:00:00Z,2023-01-21 04:00:00,0,Working,0,
2023-01-22T04:00:00Z,2023-01-22 04:00:00,0,Working,0,
2023-01-23T04:00:00Z,2023-01-23 04:00:00,0,Working,0,
2023-01-24T04:00:00Z,2023-01-24 04:00:00,0,Working,0,
2023-01-25T04:00:00Z,2023-01-25 04:00:00,0,Working,0,
2023-01-26T04:00:00Z,2023-01-26 04:00:00,0,Working,0,
2023-01-27T04:00:00Z,2023-01-27 04:00:00,0,Working,0,
2023-01-28T04:00:00Z,2023-01-28 04:00:00,0,Working,0,
2023-01-29T04:00:00Z,2023-01-29 04:00:00,0.6,Working,0,
2023-01-30T04:00:00Z,2023-01-30 04:00:00,0.8,Working,0,
2023-01-31T04:00:00Z,2023-01-31 04:00:00,0,Working,0,
2023-02-01T04:00:00Z,2023-02-01 04:00:00,0,Working,0,
2023-02-02T04:00:00Z,2023-02-02 04:00:00,0,Working,0,
2023-02-03T04:00:00Z,2023-02-03 04:00:00,0,Working,0,
2023-02-04T04:00:00Z,2023-02-04 04:00:00,0,Working,0,
2023-02-05T04:00:00Z,2023-02-05 04:00:00,0,Working,0,
2023-02-06T04:00:00Z,2023-02-06 04:00:00,0.4,Working,0,
2023-02-07T04:00:00Z,2023-02-07 04:00:00,0,Working,0,
2023-02-08T04:00:00Z,2023-02-08 04:00:00,2.6,Working,0,
2023-02-09T04:00:00Z,2023-02-09 04:00:00,1.8,Working,0,
2023-02-10T04:00:00Z,2023-02-10 04:00:00,17.8,Working,0,
2023-02-11T04:00:00Z,2023-02-11 04:00:00,0.6,Working,0,
2023-02-12T04:00:00Z,2023-02-12 04:00:00,0.2,Working,0,
2023-02-13T04:00:00Z,2023-02-13 04:00:00,0,Working,0,
2023-02-14T04:00:00Z,2023-02-14 04:00:00,6.8,Working,0,
2023-02-15T04:00:00Z,2023-02-15 04:00:00,3,Working,0,
2023-02-16T04:00:00Z,2023-02-16 04:00:00,0.2,Working,0,
2023-02-17T04:00:00Z,2023-02-17 04:00:00,0,Working,0,
2023-02-18T04:00:00Z,2023-02-18 04:00:00,0.6,Working,0,
2023-02-19T04:00:00Z,2023-02-19 04:00:00,0,Working,0,
2023-02-20T04:00:00Z,2023-02-20 04:00:00,0.4,Working,0,
2023-02-21T04:00:00Z,2023-02-21 04:00:00,1.4,Working,0,
2023-02-22T04:00:00Z,2023-02-22 04:00:00,0,Working,0,
2023-02-23T04:00:00Z,2023-02-23 04:00:00,0,Working,0,
2023-02-24T04:00:00Z,2023-02-24 04:00:00,0,Working,0,
2023-02-25T04:00:00Z,2023-02-25 04:00:00,0,Working,0,
2023-02-26T04:00:00Z,2023-02-26 04:00:00,0,Working,0,
2023-02-27T04:00:00Z,2023-02-27 04:00:00,0,Working,0,
2023-02-28T04:00:00Z,2023-02-28 04:00:00,0.2,Working,0,
2023-03-01T04:00:00Z,2023-03-01 04:00:00,0,Working,0,
2023-03-02T04:00:00Z,2023-03-02 04:00:00,4.4,Working,0,
2023-03-03T04:00:00Z,2023-03-03 04:00:00,2,Working,0,
2023-03-04T04:00:00Z,2023-03-04 04:00:00,6,Working,0,
2023-03-05T04:00:00Z,2023-03-05 04:00:00,1.4,Working,0,
2023-03-06T04:00:00Z,2023-03-06 04:00:00,1,Working,0,
2023-03-07T04:00:00Z,2023-03-07 04:00:00,2.8,Working,0,
2023-03-08T04:00:00Z,2023-03-08 04:00:00,0,Working,0,
2023-03-09T04:00:00Z,2023-03-09 04:00:00,0,Working,0,
2023-03-10T04:00:00Z,2023-03-10 04:00:00,0.2,Working,0,
2023-03-11T04:00:00Z,2023-03-11 04:00:00,6.6,Working,0,
2023-03-12T04:00:00Z,2023-03-12 04:00:00,0,Working,0,
2023-03-13T04:00:00Z,2023-03-13 04:00:00,0,Working,0,
2023-03-14T04:00:00Z,2023-03-14 04:00:00,0,Working,0,
2023-03-15T04:00:00Z,2023-03-15 04:00:00,0,Working,0,
2023-03-16T04:00:00Z,2023-03-16 04:00:00,0,Working,0,
2023-03-17T04:00:00Z,2023-03-17 04:00:00,0,Working,0,
2023-03-18T04:00:00Z,2023-03-18 04:00:00,25.2,Working,0,
2023-03-19T04:00:00Z,2023-03-19 04:00:00,0,Working,0,
2023-03-20T04:00:00Z,2023-03-20 04:00:00,0,Working,0,
2023-03-21T04:00:00Z,2023-03-21 04:00:00,1.2,Working,0,
2023-03-22T04:00:00Z,2023-03-22 04:00:00,0,Working,0,
2023-03-23T04:00:00Z,2023-03-23 04:00:00,0,Working,0,
2023-03-24T04:00:00Z,2023-03-24 04:00:00,13.8,Working,0,
2023-03-25T04:00:00Z,2023-03-25 04:00:00,0,Working,0,
2023-03-26T04:00:00Z,2023-03-26 04:00:00,0,Working,0,
2023-03-27T04:00:00Z,2023-03-27 04:00:00,6.6,Working,0,
2023-03-28T04:00:00Z,2023-03-28 04:00:00,3.6,Working,0,
2023-03-29T04:00:00Z,2023-03-29 04:00:00,0,Working,0,
2023-03-30T04:00:00Z,2023-03-30 04:00:00,0.2,Working,0,
2023-03-31T04:00:00Z,2023-03-31 04:00:00,0,Working,0,
2023-04-01T04:00:00Z,2023-04-01 04:00:00,3.8,Working,0,
2023-04-02T04:00:00Z,2023-04-02 04:00:00,7.4,Working,0,
2023-04-03T04:00:00Z,2023-04-03 04:00:00,0,Working,0,
2023-04-04T04:00:00Z,2023-04-04 04:00:00,1.2,Working,0,
2023-04-05T04:00:00Z,2023-04-05 04:00:00,0,Working,0,
2023-04-06T04:00:00Z,2023-04-06 04:00:00,24.4,Working,0,
2023-04-07T04:00:00Z,2023-04-07 04:00:00,0,Working,0,
2023-04-08T04:00:00Z,2023-04-08 04:00:00,0,Working,0,
2023-04-09T04:00:00Z,2023-04-09 04:00:00,0,Working,0,
2023-04-10T04:00:00Z,2023-04-10 04:00:00,0,Working,0,
2023-04-11T04:00:00Z,2023-04-11 04:00:00,0,Working,0,
2023-04-12T04:00:00Z,2023-04-12 04:00:00,0,Working,0,
2023-04-13T04:00:00Z,2023-04-13 04:00:00,0,Working,0,
2023-08-17T04:00:00Z,2023-08-17 04:00:00,6.000732421875,Working,0,
2023-08-18T04:00:00Z,2023-08-18 04:00:00,0.8001953125,Working,0,
2023-08-19T04:00:00Z,2023-08-19 04:00:00,7.001708984375,Working,0,
2023-08-20T04:00:00Z,2023-08-20 04:00:00,12.40302734375,Working,0,
2023-08-21T04:00:00Z,2023-08-21 04:00:00,0.200048828125,Working,0,
2023-08-22T04:00:00Z,2023-08-22 04:00:00,0.600146484375,Working,0,
2023-08-23T04:00:00Z,2023-08-23 04:00:00,0,Working,0,
2023-08-24T04:00:00Z,2023-08-24 04:00:00,0,Working,0,
2023-08-25T04:00:00Z,2023-08-25 04:00:00,4.801171875,Working,0,
2023-08-26T04:00:00Z,2023-08-26 04:00:00,4.40107421875,Working,0,
2023-08-27T04:00:00Z,2023-08-27 04:00:00,13.803369140625,Working,0,
2023-08-28T04:00:00Z,2023-08-28 04:00:00,0,Working,0,
2023-08-29T04:00:00Z,2023-08-29 04:00:00,0,Working,0,
2023-08-30T04:00:00Z,2023-08-30 04:00:00,0.8001953125,Working,0,
2023-08-31T04:00:00Z,2023-08-31 04:00:00,19.004638671875,Working,0,
2023-09-01T04:00:00Z,2023-09-01 04:00:00,0.200048828125,Working,0,
2023-09-02T04:00:00Z,2023-09-02 04:00:00,0,Working,0,
2023-09-03T04:00:00Z,2023-09-03 04:00:00,0,Working,0,
2023-09-04T04:00:00Z,2023-09-04 04:00:00,0,Working,0,
2023-09-05T04:00:00Z,2023-09-05 04:00:00,0,Working,0,
2023-09-06T04:00:00Z,2023-09-06 04:00:00,0,Working,0,
2023-09-07T04:00:00Z,2023-09-07 04:00:00,0,Working,0,
2023-09-08T04:00:00Z,2023-09-08 04:00:00,7.60185546875,Working,0,
2023-09-09T04:00:00Z,2023-09-09 04:00:00,0.8001953125,Working,0,
2023-09-10T04:00:00Z,2023-09-10 04:00:00,0.200048828125,Working,0,
2023-09-11T04:00:00Z,2023-09-11 04:00:00,19.60478515625,Working,0,
2023-09-12T04:00:00Z,2023-09-12 04:00:00,2.600634765625,Working,0,
2023-09-13T04:00:00Z,2023-09-13 04:00:00,0,Working,0,
2023-09-14T04:00:00Z,2023-09-14 04:00:00,4.601123046875,Working,0,
2023-09-15T04:00:00Z,2023-09-15 04:00:00,0,Working,0,
2023-09-16T04:00:00Z,2023-09-16 04:00:00,0,Working,0,
2023-09-17T04:00:00Z,2023-09-17 04:00:00,0,Working,0,
2023-09-18T04:00:00Z,2023-09-18 04:00:00,0,Working,0,
2023-09-19T04:00:00Z,2023-09-19 04:00:00,8.40205078125001,Working,0,
2023-09-20T04:00:00Z,2023-09-20 04:00:00,26.00634765625,Working,0,
2023-09-21T04:00:00Z,2023-09-21 04:00:00,0.200048828125,Working,0,
2023-09-22T04:00:00Z,2023-09-22 04:00:00,0,Working,0,
2023-09-23T04:00:00Z,2023-09-23 04:00:00,0,Working,0,
2023-09-24T04:00:00Z,2023-09-24 04:00:00,0,Working,0,
2023-09-25T04:00:00Z,2023-09-25 04:00:00,0,Working,0,
2023-09-26T04:00:00Z,2023-09-26 04:00:00,0,Working,0,
2023-09-27T04:00:00Z,2023-09-27 04:00:00,0,Working,0,
2023-09-28T04:00:00Z,2023-09-28 04:00:00,0,Working,0,
2023-09-29T04:00:00Z,2023-09-29 04:00:00,0,Working,0,
2023-09-30T04:00:00Z,2023-09-30 04:00:00,0,Working,0,
2023-10-01T04:00:00Z,2023-10-01 04:00:00,0,Working,0,
2023-10-02T04:00:00Z,2023-10-02 04:00:00,0,Working,0,
2023-10-03T04:00:00Z,2023-10-03 04:00:00,0,Working,0,
2023-10-04T04:00:00Z,2023-10-04 04:00:00,0,Working,0,
2023-10-05T04:00:00Z,2023-10-05 04:00:00,0,Working,0,
2023-10-06T04:00:00Z,2023-10-06 04:00:00,0,Working,0,
2023-10-07T04:00:00Z,2023-10-07 04:00:00,0,Working,0,
2023-10-08T04:00:00Z,2023-10-08 04:00:00,31.60771484375,Working,0,
2023-10-09T04:00:00Z,2023-10-09 04:00:00,12.202978515625,Working,0,
2023-10-10T04:00:00Z,2023-10-10 04:00:00,0,Working,0,
2023-10-11T04:00:00Z,2023-10-11 04:00:00,0,Working,0,
2023-10-12T04:00:00Z,2023-10-12 04:00:00,0.200048828125,Working,0,
2023-10-13T04:00:00Z,2023-10-13 04:00:00,6.80166015625,Working,0,
2023-10-14T04:00:00Z,2023-10-14 04:00:00,1.600390625,Working,0,
2023-10-15T04:00:00Z,2023-10-15 04:00:00,0.40009765625,Working,0,
2023-10-16T04:00:00Z,2023-10-16 04:00:00,4.201025390625,Working,0,
2023-10-17T04:00:00Z,2023-10-17 04:00:00,7.80190429687501,Working,0,
2023-10-18T04:00:00Z,2023-10-18 04:00:00,0.200048828125,Working,0,
2023-10-19T04:00:00Z,2023-10-19 04:00:00,0,Working,0,
2023-10-20T04:00:00Z,2023-10-20 04:00:00,0,Working,0,
2023-10-21T04:00:00Z,2023-10-21 04:00:00,0.40009765625,Working,0,
2023-10-22T04:00:00Z,2023-10-22 04:00:00,43.8106933593749,Working,0,
2023-10-23T04:00:00Z,2023-10-23 04:00:00,26.8065429687499,Working,0,
2023-10-24T04:00:00Z,2023-10-24 04:00:00,5.6013671875,Working,0,
2023-10-25T04:00:00Z,2023-10-25 04:00:00,0.8001953125,Working,0,
2023-10-26T04:00:00Z,2023-10-26 04:00:00,3.20078125,Working,0,
2023-10-27T04:00:00Z,2023-10-27 04:00:00,1.400341796875,Working,0,
2023-10-28T04:00:00Z,2023-10-28 04:00:00,0.200048828125,Working,0,
2023-10-29T04:00:00Z,2023-10-29 04:00:00,0.40009765625,Working,0,
2023-10-30T04:00:00Z,2023-10-30 04:00:00,0,Working,0,
2023-10-31T04:00:00Z,2023-10-31 04:00:00,12.603076171875,Working,0,
2023-11-01T04:00:00Z,2023-11-01 04:00:00,0,Working,0,
2023-11-02T04:00:00Z,2023-11-02 04:00:00,0,Working,0,
2023-11-03T04:00:00Z,2023-11-03 04:00:00,1.20029296875,Working,0,
2023-11-04T04:00:00Z,2023-11-04 04:00:00,0,Working,0,
2023-11-05T04:00:00Z,2023-11-05 04:00:00,0.40009765625,Working,0,
2023-11-06T04:00:00Z,2023-11-06 04:00:00,0.200048828125,Working,0,
2023-11-07T04:00:00Z,2023-11-07 04:00:00,2.600634765625,Working,0,
2023-11-08T04:00:00Z,2023-11-08 04:00:00,9.20224609375001,Working,0,
2023-11-09T04:00:00Z,2023-11-09 04:00:00,0,Working,0,
2023-11-10T04:00:00Z,2023-11-10 04:00:00,1.800439453125,Working,0,
2023-11-11T04:00:00Z,2023-11-11 04:00:00,9.00219726562501,Working,0,
2023-11-12T04:00:00Z,2023-11-12 04:00:00,0.200048828125,Working,0,
2023-11-13T04:00:00Z,2023-11-13 04:00:00,0,Working,0,
2023-11-14T04:00:00Z,2023-11-14 04:00:00,0,Working,0,
2023-11-15T04:00:00Z,2023-11-15 04:00:00,0,Working,0,
2023-11-16T04:00:00Z,2023-11-16 04:00:00,0.600146484375,Working,0,
2023-11-17T04:00:00Z,2023-11-17 04:00:00,0,Working,0,
2023-11-18T04:00:00Z,2023-11-18 04:00:00,7.40180664062501,Working,0,
2023-11-19T04:00:00Z,2023-11-19 04:00:00,4.201025390625,Working,0,
2023-11-20T04:00:00Z,2023-11-20 04:00:00,0.200048828125,Working,0,
2023-11-21T04:00:00Z,2023-11-21 04:00:00,0,Working,0,
2023-11-22T04:00:00Z,2023-11-22 04:00:00,0.40009765625,Working,0,
2023-11-23T04:00:00Z,2023-11-23 04:00:00,17.20419921875,Working,0,
2023-11-24T04:00:00Z,2023-11-24 04:00:00,12.0029296875,Working,0,
2023-11-25T04:00:00Z,2023-11-25 04:00:00,1.600390625,Working,0,
2023-11-26T04:00:00Z,2023-11-26 04:00:00,0,Working,0,
2023-11-27T04:00:00Z,2023-11-27 04:00:00,2.600634765625,Working,0,
2023-11-28T04:00:00Z,2023-11-28 04:00:00,16.604052734375,Working,0,
2023-11-29T04:00:00Z,2023-11-29 04:00:00,0,Working,0,
2023-11-30T04:00:00Z,2023-11-30 04:00:00,0,Working,0,
2023-12-01T04:00:00Z,2023-12-01 04:00:00,13,Working,0,
2023-12-02T04:00:00Z,2023-12-02 04:00:00,8.4,Working,0,
2023-12-03T04:00:00Z,2023-12-03 04:00:00,2.6,Working,0,
2023-12-04T04:00:00Z,2023-12-04 04:00:00,4.6,Working,0,
2023-12-05T04:00:00Z,2023-12-05 04:00:00,0.4,Working,0,
2023-12-06T04:00:00Z,2023-12-06 04:00:00,0,Working,0,
2023-12-07T04:00:00Z,2023-12-07 04:00:00,0,Working,0,
2023-12-08T04:00:00Z,2023-12-08 04:00:00,0,Working,0,
2023-12-09T04:00:00Z,2023-12-09 04:00:00,0,Working,0,
2023-12-10T04:00:00Z,2023-12-10 04:00:00,18.8,Working,0,
2023-12-11T04:00:00Z,2023-12-11 04:00:00,19.4,Working,0,
2023-12-12T04:00:00Z,2023-12-12 04:00:00,0,Working,0,
2023-12-13T04:00:00Z,2023-12-13 04:00:00,0,Working,0,
2023-12-14T04:00:00Z,2023-12-14 04:00:00,0,Working,0,
2023-12-15T04:00:00Z,2023-12-15 04:00:00,0,Working,0,
2023-12-16T04:00:00Z,2023-12-16 04:00:00,21.4,Working,0,
2023-12-17T04:00:00Z,2023-12-17 04:00:00,0,Working,0,
2023-12-18T04:00:00Z,2023-12-18 04:00:00,4,Working,0,
2023-12-19T04:00:00Z,2023-12-19 04:00:00,52,Working,0,
2023-12-20T04:00:00Z,2023-12-20 04:00:00,0.6,Working,0,
2023-12-21T04:00:00Z,2023-12-21 04:00:00,0,Working,0,
2023-12-22T04:00:00Z,2023-12-22 04:00:00,0,Working,0,
2023-12-23T04:00:00Z,2023-12-23 04:00:00,0,Working,0,
2023-12-24T04:00:00Z,2023-12-24 04:00:00,0.2,Working,0,
2023-12-25T04:00:00Z,2023-12-25 04:00:00,0.2,Working,0,
2023-12-26T04:00:00Z,2023-12-26 04:00:00,0,Working,0,
2023-12-27T04:00:00Z,2023-12-27 04:00:00,2.4,Working,0,
2023-12-28T04:00:00Z,2023-12-28 04:00:00,1.8,Working,0,
2023-12-29T04:00:00Z,2023-12-29 04:00:00,0.6,Working,0,
2023-12-30T04:00:00Z,2023-12-30 04:00:00,7.2,Working,0,
2023-12-31T04:00:00Z,2023-12-31 04:00:00,0,Working,0,
2024-01-01T04:00:00Z,2024-01-01 04:00:00,0,Working,0,
2024-01-02T04:00:00Z,2024-01-02 04:00:00,0,Working,0,
2024-01-03T04:00:00Z,2024-01-03 04:00:00,0,Working,0,
2024-01-04T04:00:00Z,2024-01-04 04:00:00,0,Working,0,
2024-01-05T04:00:00Z,2024-01-05 04:00:00,0,Working,0,
2024-01-06T04:00:00Z,2024-01-06 04:00:00,0,Working,0,
2024-01-07T04:00:00Z,2024-01-07 04:00:00,0,Working,0,
2024-01-08T04:00:00Z,2024-01-08 04:00:00,0,Working,0,
2024-01-09T04:00:00Z,2024-01-09 04:00:00,0,Working,0,
2024-01-10T04:00:00Z,2024-01-10 04:00:00,0,Working,0,
2024-01-11T04:00:00Z,2024-01-11 04:00:00,25.6,Working,0,
2024-01-12T04:00:00Z,2024-01-12 04:00:00,0,Working,0,
2024-01-13T04:00:00Z,2024-01-13 04:00:00,0,Working,0,
2024-01-14T04:00:00Z,2024-01-14 04:00:00,12.6,Working,0,
2024-01-15T04:00:00Z,2024-01-15 04:00:00,0,Working,0,
2024-01-16T04:00:00Z,2024-01-16 04:00:00,0,Working,0,
2024-01-17T04:00:00Z,2024-01-17 04:00:00,0,Working,0,
2024-01-18T04:00:00Z,2024-01-18 04:00:00,0,Working,0,
2024-01-19T04:00:00Z,2024-01-19 04:00:00,0,Working,0,
2024-01-20T04:00:00Z,2024-01-20 04:00:00,0,Working,0,
2024-01-21T04:00:00Z,2024-01-21 04:00:00,0,Working,0,
2024-01-22T04:00:00Z,2024-01-22 04:00:00,0,Working,0,
2024-01-23T04:00:00Z,2024-01-23 04:00:00,0,Working,0,
2024-01-24T04:00:00Z,2024-01-24 04:00:00,0,Working,0,
2024-01-25T04:00:00Z,2024-01-25 04:00:00,0,Working,0,
2024-01-26T04:00:00Z,2024-01-26 04:00:00,3.2,Working,0,
2024-01-27T04:00:00Z,2024-01-27 04:00:00,21.8,Working,0,
